fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.5474612825314632,-0.6738616745603078,1.2042814839652274,0.10584979621450813,-1.1944453999517781,-0.3335193798060046,-0.6374725306533485,-0.8648382218417704,0.14865862719958445,1.161071749659846,2.7346346424231927,7
-0.48427829363015285,0.287678437727183,-1.2981660887421067,0.21809552459004503,-0.22270858267827828,-0.4379384977523397,-0.2891034318168107,-0.6512658741816212,0.28741617668918434,-0.18795821531578624,0.33909725352380793,6
1.2757480421749579,-0.6738616745603078,1.4649531061222416,0.8915698948432659,-0.266878438008892,0.7106717996573461,0.3727978559726112,1.6749410476296807,-1.1695380929516128,1.9546187878808057,-0.523296206479971,6
2.3681781816401983,-0.2531878754345305,1.4128187816908386,0.21809552459004503,0.13065025996663107,0.3974144458183409,0.721166954809149,1.9058300721270562,-1.516431966675611,-0.2673129191378823,0.051632766855881036,6
-1.0911839266663979,-0.012802847362657521,-0.8289571688594816,-0.6798703024142494,-0.399388004000733,-0.22910026185966953,-0.18459270216584933,-0.6916714534686746,0.14865862719958445,-0.981505253536746,-1.0982251798158231,5
-1.1518744899700222,0.04729340965531072,-0.9332258177222872,1.6772899934720231,1.8091047625299495,-0.12468114391333447,-0.42845107135142585,0.05871787614785983,1.2587190231163834,0.2088153037946941,0.530740244635758,4
-0.6663499835410263,0.22758218070921543,-0.04694230238843962,-0.4553788456631758,0.04231054930540373,-0.22910026185966953,1.9752957106206854,-0.48387133142099825,-0.406371570758815,-0.981505253536746,-0.523296206479971,5
1.2150574788713335,0.04729340965531072,1.1000128351024216,0.10584979621450813,-0.8410865573068691,-0.960034087484015,-0.6374725306533485,1.7903855598783684,-1.3776744171860111,-0.4260223267820744,-1.0982251798158231,6
-0.24151604041565464,-1.034439216668117,-0.30761392454545367,-0.5676245740387127,-0.399388004000733,3.2167306303693874,2.044969530387993,-0.17217114834957978,-0.33699279601401355,-0.5053770306041705,-0.906582188703873,5
-1.3946367431845204,-0.132995361398594,-1.4024347376049122,-1.1288532159163966,-1.1061056892905508,-0.0202620259669994,-0.6026356207696948,-1.2804384659371233,0.28741617668918434,-1.536988180291418,-0.906582188703873,5
2.732321561461946,0.5581115943080401,2.038430674867672,3.8099588326072222,0.04231054930540373,-0.8556149695376799,-0.0452450626312342,3.1757197068627496,-1.7245682909100122,0.6849435267272695,-0.42747471092399597,7
0.9116046623532111,-0.9142467026321804,0.6308039152197967,0.10584979621450813,-0.13436887201705094,1.3371865073353566,0.7560038646928029,0.34155693115717045,-1.1001593182068112,-0.4260223267820744,-0.6191177020359461,5
-0.3022066037192795,-0.132995361398594,-0.7768228444280788,-0.6798703024142494,4.2384468057137,-0.960034087484015,-0.7768201701879637,-0.4030601728469553,-0.2676140212692152,1.7959093802366137,-0.6191177020359461,6
-1.0304933633627735,1.21917042150569,-0.9332258177222872,3.473221647480612,1.5440856305462667,-0.6467767336450098,-0.9161678097225788,-0.08558776416299987,0.21803740194438592,-1.2195693650030341,0.33909725352380793,6
-0.05944435050478177,-1.2748242447399896,0.6829382396511995,-0.23088738891210206,-1.0619358339599374,-0.960034087484015,-1.1600261789081554,-0.7724826120427818,-0.05947769703481381,0.2881700076167902,0.7223832357477081,7
0.06193677610246787,3.0821543890627034,-0.6204198711338704,4.034450289358296,-0.399388004000733,-0.4379384977523397,0.3727978559726112,1.3286075108836175,0.3567949514339858,-1.2195693650030341,-0.523296206479971,5
-0.4235877303265286,-1.2748242447399896,0.3701322930627828,0.10584979621450813,-0.001859306025210549,1.1283482714426865,-0.2891034318168107,-1.8114832222810997,-0.6838866697380117,-0.4260223267820744,1.968062677975389,7
-0.36289716702290375,1.88022924870334,-1.4024347376049122,0.21809552459004503,-0.046029161355823606,-0.960034087484015,-1.0206785393735403,0.46277366901833106,-0.1288564717796153,-0.981505253536746,-1.0982251798158231,5
0.486770719227839,-0.132995361398594,0.16159499533717145,-0.5676245740387127,-0.7527468466456417,-0.7511958515913448,-0.9161678097225788,0.6013070837167179,0.009901077709984586,0.5262341190830775,0.051632766855881036,6
2.6109404348546965,-0.6738616745603078,1.4128187816908386,0.44258698134111835,0.9257076559176766,0.3974144458183409,-0.08008197251488798,1.55372430976852,-0.7532654444828132,0.9230076381935578,0.8182047313036849,6
-0.6056594202374019,-1.154631730704053,1.047878510671019,-0.34313311728763896,-0.22270858267827828,-1.0644532054303502,-1.1251892690245016,-0.5185046850956431,0.07927985245478607,-0.9021505497146499,-0.14001022425606907,6
0.42608015592421467,0.4679672087810877,0.1094606709057686,-0.4553788456631758,-0.5760674253231871,1.7548629791206967,1.0346991437620332,-0.0913599897754727,0.14865862719958445,-0.5847317344262666,-0.42747471092399597,5
1.2150574788713335,-1.5152092728118622,-0.15121095125124528,-0.34313311728763896,-0.44355785933134606,-0.0202620259669994,-0.3587772515841183,-0.6339491973443309,-0.6838866697380117,0.12946059997259804,2.2555271646433157,6
0.06193677610246787,0.22758218070921543,-0.9853601421536898,-0.34313311728763896,1.0140473665789034,0.08415709197933567,0.024428757136073377,-0.5185046850956431,-1.3082956424412127,-0.981505253536746,0.530740244635758,5
0.0012462127988435898,0.10738966667327896,0.057326346474366054,-0.5676245740387127,-0.22270858267827828,-0.4379384977523397,-0.11491888239854177,0.6359404373913627,0.49555250092358566,-0.2673129191378823,-0.42747471092399597,6
