fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.5031441019778844,-0.9568167409190902,0.3305942105260035,-0.9367454736881968,0.5687802196593638,-1.222491092608372,-1.2958432828294137,-0.13097759160918973,-0.2633952868635499,-0.3451766374831856,-0.5995051340495724,7
-0.5453734810283822,-0.6103095088852207,0.5266469216937295,0.5282385223468483,0.06369598656381453,0.01229900785113235,-0.24718932842104516,-0.24802400582354286,-1.5035824996192095,-1.7740842429027845,0.3770304833886678,7
0.4788853104747511,-0.9568167409190902,-0.5516429897287625,0.9496722746309024,1.4947679803345373,0.7271774870645297,0.2893312994157946,1.2873495453411823,-1.3657839204241358,0.9884704609084396,-1.0063949746488394,6
0.2228206125989675,-0.8413143302411336,0.5266469216937295,0.32755578316396544,0.5687802196593638,0.46722167644147605,0.8746265297832562,0.6435942671622401,0.7700940570995007,0.512167925768574,-0.5995051340495724,6
-0.9294705278420582,1.5842362939959527,-0.8457220564803515,-0.9768820215247733,0.4845995141434388,-1.222491092608372,-0.003316315767936187,-0.33753008728158884,0.9078926362945743,0.13112589765668056,-0.11123732533045229,6
0.09478826366107626,0.08270495518251868,-0.5516429897287625,-0.8765406519333319,-0.6097496575635847,0.46722167644147605,-0.39351313601291055,-0.4752317510631628,1.5968855322699425,0.03586539062870723,0.2142745471489616,7
0.35085296153685874,0.31370977653843124,1.310857766364633,-0.9969502954430617,1.9156715079141622,-0.377634708083448,-0.10086552082917978,-1.163740069971109,-0.47009315565615883,0.512167925768574,1.760455941426175,6
0.7349500083505347,0.08270495518251868,0.918752344029181,2.6755438316036955,1.9156715079141622,1.1821001556548734,1.4111471576200958,2.0722490288962225,-1.5724817892167477,-0.44043714451115895,-1.169150910888547,5
0.35085296153685874,0.8912218299282136,-0.5516429897287625,-0.675857912750449,-0.7781110685954347,-0.4426236607392114,-0.07647821956386888,-1.4735688134796885,0.4944968987093535,-1.0120001866789985,2.085967813905589,7
-0.03324408527681611,-1.4188263836309163,0.8207259884453181,1.2908329312418034,0.06369598656381453,2.9043074010326033,1.118499542436365,1.184073297505002,0.3566983195142829,2.798420094439932,-0.27399326157015996,6
1.1190470551642095,1.35323147264004,-0.45361663414489944,-0.31462898222125973,-0.6939303630795096,0.07728796050689574,-0.6861607511966413,-0.7506350786263488,0.012201871526597317,0.8932099538804662,1.353566100826908,7
0.35085296153685874,-0.26380227685135116,-0.15953756739331096,-0.8364041040967554,0.5687802196593638,-0.18266785011615783,0.4600424082729709,-0.888336742407961,-0.3322945764610852,0.2263864046846539,0.7025423558680817,6
0.35085296153685874,-1.0723191515970467,0.6246732772775926,1.7624373683215782,0.31623810311158884,0.6621885344087662,0.5088170108035927,1.8863517827910825,1.045691215489648,2.7031595874119585,-1.169150910888547,6
1.8872411487915604,2.508255579419605,-0.9437484120642142,0.036565811348785365,-0.7781110685954347,-1.872380619166006,0.5088170108035927,-0.18605825712184224,-0.952388182838918,-0.05939511639926611,0.539786419628374,5
0.2228206125989675,0.31370977653843124,-0.061511211809447956,-0.013604873446935358,-0.7781110685954347,-0.4426236607392114,-0.978808366380372,-0.5440825829539879,0.28779902991674455,-0.44043714451115895,1.0280542283474956,6
-0.9294705278420582,-1.0723191515970467,0.3305942105260035,-0.8966089258516202,-0.4413882465317353,-0.9625352819853185,2.74025507657954,-0.5785079988993814,1.2523890842822598,2.893680601467905,0.6211643877482286,6
-0.16127643421470736,-0.14829986617339455,-0.6496693453126254,-0.47517517356756617,2.504936446525636,0.07728796050689574,1.5818582664772722,0.5575307272987564,0.7700940570995007,1.7505545171322263,-0.8436390384091331,5
0.7349500083505347,-1.0723191515970467,0.3305942105260035,1.33096947907838,1.0738644527549124,2.4168902561143777,0.6307535171301472,2.0722490288962225,1.5968855322699425,-1.2977817077629183,-1.169150910888547,6
